Order_Item_ID,Order_ID,Shipping_Mode_ID,Order_Date,Shipping_Date,Days_Shipping_Actual,Days_Shipping_Scheduled,Delivery_Status,Late_Delivery_Risk,Shipping_Delay_Days
82676,33072,SHP-3,2016-04-27,2016-04-30,3,2,Late delivery,1,1
82651,33063,SHP-3,2016-04-27,2016-05-01,4,2,Late delivery,1,2
82643,33058,SHP-4,2016-04-27,2016-05-01,4,4,Shipping on time,0,0
82637,33057,SHP-4,2016-04-27,2016-04-30,3,4,Advance shipping,0,-1
82632,33053,SHP-3,2016-04-27,2016-05-01,4,2,Late delivery,1,2
82604,33037,SHP-3,2016-04-27,2016-04-30,3,2,Late delivery,1,1
82603,33037,SHP-3,2016-04-27,2016-04-30,3,2,Late delivery,1,1
82599,33035,SHP-2,2016-04-27,2016-04-27,0,0,Shipping on time,0,0
82591,33029,SHP-2,2016-04-27,2016-04-27,0,0,Shipping canceled,0,0
82572,33020,SHP-3,2016-04-27,2016-05-03,6,2,Late delivery,1,4
82559,33015,SHP-3,2016-04-26,2016-05-02,6,2,Late delivery,1,4
82554,33011,SHP-1,2016-04-26,2016-04-28,2,1,Late delivery,1,1
82546,33009,SHP-2,2016-04-26,2016-04-27,1,0,Late delivery,1,1
82521,32997,SHP-3,2016-04-26,2016-04-29,3,2,Late delivery,1,1
82511,32992,SHP-4,2016-04-26,2016-04-29,3,4,Advance shipping,0,-1
82501,32989,SHP-4,2016-04-26,2016-05-01,5,4,Late delivery,1,1
82499,32988,SHP-4,2016-04-26,2016-04-30,4,4,Shipping on time,0,0
82495,32987,SHP-4,2016-04-26,2016-04-29,3,4,Advance shipping,0,-1
82494,32985,SHP-4,2016-04-26,2016-05-02,6,4,Late delivery,1,2
82465,32974,SHP-3,2016-04-26,2016-05-01,5,2,Late delivery,1,3
82460,32972,SHP-1,2016-04-26,2016-04-28,2,1,Late delivery,1,1
82456,32970,SHP-1,2016-04-26,2016-04-28,2,1,Late delivery,1,1
82450,32969,SHP-1,2016-04-26,2016-04-28,2,1,Late delivery,1,1
82445,32967,SHP-1,2016-04-26,2016-04-28,2,1,Late delivery,1,1
82444,32967,SHP-1,2016-04-26,2016-04-28,2,1,Late delivery,1,1
82439,32965,SHP-1,2016-04-26,2016-04-28,2,1,Late delivery,1,1
82437,32962,SHP-4,2016-04-26,2016-04-29,3,4,Advance shipping,0,-1
82436,32961,SHP-4,2016-04-26,2016-04-28,2,4,Advance shipping,0,-2
82430,32958,SHP-4,2016-04-26,2016-04-30,4,4,Shipping on time,0,0
82429,32958,SHP-4,2016-04-26,2016-04-30,4,4,Shipping on time,0,0
82427,32956,SHP-4,2016-04-26,2016-04-28,2,4,Advance shipping,0,-2
82420,32953,SHP-4,2016-04-26,2016-04-30,4,4,Shipping on time,0,0
82414,32947,SHP-1,2016-04-25,2016-04-27,2,1,Late delivery,1,1
82412,32944,SHP-1,2016-04-25,2016-04-27,2,1,Late delivery,1,1
82409,32944,SHP-1,2016-04-25,2016-04-27,2,1,Late delivery,1,1
82396,32939,SHP-4,2016-04-25,2016-04-30,5,4,Late delivery,1,1
82370,32933,SHP-3,2016-04-25,2016-04-29,4,2,Late delivery,1,2
82365,32929,SHP-4,2016-04-25,2016-04-30,5,4,Late delivery,1,1
82349,32920,SHP-4,2016-04-25,2016-05-01,6,4,Late delivery,1,2
82346,32919,SHP-4,2016-04-25,2016-04-30,5,4,Late delivery,1,1
82343,32918,SHP-3,2016-04-25,2016-04-29,4,2,Late delivery,1,2
82330,32915,SHP-1,2016-04-25,2016-04-27,2,1,Late delivery,1,1
82317,32912,SHP-1,2016-04-25,2016-04-27,2,1,Late delivery,1,1
82298,32902,SHP-4,2016-04-25,2016-04-28,3,4,Shipping canceled,0,-1
82294,32901,SHP-4,2016-04-25,2016-04-27,2,4,Advance shipping,0,-2
82265,32887,SHP-4,2016-04-25,2016-04-28,3,4,Advance shipping,0,-1
82255,32883,SHP-3,2016-04-25,2016-04-29,4,2,Late delivery,1,2
82252,32882,SHP-3,2016-04-24,2016-04-27,3,2,Late delivery,1,1
82235,32875,SHP-4,2016-04-24,2016-04-30,6,4,Late delivery,1,2
82212,32868,SHP-4,2016-04-24,2016-04-28,4,4,Shipping on time,0,0
82200,32863,SHP-3,2016-04-24,2016-04-28,4,2,Late delivery,1,2
82191,32861,SHP-3,2016-04-24,2016-04-26,2,2,Shipping on time,0,0
82184,32858,SHP-4,2016-04-24,2016-04-28,4,4,Shipping on time,0,0
82171,32854,SHP-2,2016-04-24,2016-04-25,1,0,Late delivery,1,1
82168,32852,SHP-2,2016-04-24,2016-04-25,1,0,Late delivery,1,1
82163,32851,SHP-4,2016-04-24,2016-04-26,2,4,Advance shipping,0,-2
82144,32844,SHP-4,2016-04-24,2016-04-29,5,4,Late delivery,1,1
82143,32844,SHP-4,2016-04-24,2016-04-29,5,4,Late delivery,1,1
82136,32842,SHP-3,2016-04-24,2016-04-27,3,2,Late delivery,1,1
82133,32841,SHP-3,2016-04-24,2016-04-26,2,2,Shipping on time,0,0
82127,32839,SHP-3,2016-04-24,2016-04-29,5,2,Late delivery,1,3
82116,32830,SHP-4,2016-04-24,2016-04-30,6,4,Shipping canceled,0,2
82113,32829,SHP-4,2016-04-24,2016-04-29,5,4,Late delivery,1,1
82112,32829,SHP-4,2016-04-24,2016-04-29,5,4,Late delivery,1,1
82110,32829,SHP-4,2016-04-24,2016-04-29,5,4,Late delivery,1,1
82109,32828,SHP-4,2016-04-24,2016-04-28,4,4,Shipping on time,0,0
82106,32828,SHP-4,2016-04-24,2016-04-28,4,4,Shipping on time,0,0
82095,32822,SHP-1,2016-04-24,2016-04-26,2,1,Late delivery,1,1
82076,32810,SHP-2,2016-04-23,2016-04-24,1,0,Late delivery,1,1
82067,32808,SHP-4,2016-04-23,2016-04-27,4,4,Shipping on time,0,0
82065,32808,SHP-4,2016-04-23,2016-04-27,4,4,Shipping on time,0,0
82056,32801,SHP-1,2016-04-23,2016-04-25,2,1,Late delivery,1,1
82052,32800,SHP-4,2016-04-23,2016-04-29,6,4,Late delivery,1,2
82047,32799,SHP-4,2016-04-23,2016-04-28,5,4,Late delivery,1,1
82038,32794,SHP-3,2016-04-23,2016-04-28,5,2,Late delivery,1,3
82031,32792,SHP-3,2016-04-23,2016-04-26,3,2,Late delivery,1,1
82026,32791,SHP-1,2016-04-23,2016-04-25,2,1,Late delivery,1,1
82019,32787,SHP-4,2016-04-23,2016-04-26,3,4,Advance shipping,0,-1
81997,32782,SHP-4,2016-04-23,2016-04-26,3,4,Advance shipping,0,-1
81993,32780,SHP-3,2016-04-23,2016-04-29,6,2,Late delivery,1,4
81980,32777,SHP-3,2016-04-23,2016-04-26,3,2,Late delivery,1,1
81976,32775,SHP-3,2016-04-23,2016-04-29,6,2,Late delivery,1,4
81975,32773,SHP-1,2016-04-23,2016-04-25,2,1,Late delivery,1,1
81966,32770,SHP-1,2016-04-23,2016-04-25,2,1,Late delivery,1,1
81957,32767,SHP-2,2016-04-23,2016-04-23,0,0,Shipping on time,0,0
81955,32767,SHP-2,2016-04-23,2016-04-23,0,0,Shipping on time,0,0
81954,32766,SHP-4,2016-04-23,2016-04-25,2,4,Advance shipping,0,-2
81928,32754,SHP-4,2016-04-23,2016-04-28,5,4,Late delivery,1,1
81918,32752,SHP-4,2016-04-23,2016-04-26,3,4,Advance shipping,0,-1
81910,32748,SHP-3,2016-04-23,2016-04-27,4,2,Late delivery,1,2
81909,32747,SHP-3,2016-04-23,2016-04-26,3,2,Late delivery,1,1
81907,32747,SHP-3,2016-04-23,2016-04-26,3,2,Late delivery,1,1
81905,32747,SHP-3,2016-04-23,2016-04-26,3,2,Late delivery,1,1
81897,32744,SHP-4,2016-04-22,2016-04-27,5,4,Late delivery,1,1
81888,32742,SHP-4,2016-04-22,2016-04-25,3,4,Advance shipping,0,-1
81876,32734,SHP-4,2016-04-22,2016-04-27,5,4,Late delivery,1,1
81867,32731,SHP-4,2016-04-22,2016-04-24,2,4,Advance shipping,0,-2
81858,32724,SHP-3,2016-04-22,2016-04-27,5,2,Late delivery,1,3
81854,32719,SHP-4,2016-04-22,2016-04-27,5,4,Late delivery,1,1
81852,32718,SHP-4,2016-04-22,2016-04-26,4,4,Shipping on time,0,0
81847,32714,SHP-3,2016-04-22,2016-04-27,5,2,Late delivery,1,3
81839,32711,SHP-4,2016-04-22,2016-04-24,2,4,Advance shipping,0,-2
81825,32707,SHP-4,2016-04-22,2016-04-25,3,4,Advance shipping,0,-1
81821,32705,SHP-4,2016-04-22,2016-04-28,6,4,Late delivery,1,2
81797,32693,SHP-1,2016-04-22,2016-04-24,2,1,Late delivery,1,1
81794,32691,SHP-2,2016-04-22,2016-04-22,0,0,Shipping on time,0,0
81793,32691,SHP-2,2016-04-22,2016-04-22,0,0,Shipping on time,0,0
81786,32689,SHP-2,2016-04-22,2016-04-22,0,0,Shipping on time,0,0
81779,32686,SHP-3,2016-04-22,2016-04-24,2,2,Shipping on time,0,0
81774,32684,SHP-1,2016-04-22,2016-04-24,2,1,Late delivery,1,1
81760,32679,SHP-4,2016-04-22,2016-04-27,5,4,Late delivery,1,1
81755,32678,SHP-4,2016-04-22,2016-04-26,4,4,Shipping on time,0,0
81754,32677,SHP-4,2016-04-21,2016-04-24,3,4,Advance shipping,0,-1
81710,32662,SHP-1,2016-04-21,2016-04-23,2,1,Late delivery,1,1
81706,32661,SHP-4,2016-04-21,2016-04-23,2,4,Advance shipping,0,-2
81701,32655,SHP-3,2016-04-21,2016-04-27,6,2,Late delivery,1,4
81692,32652,SHP-4,2016-04-21,2016-04-24,3,4,Advance shipping,0,-1
81649,32638,SHP-4,2016-04-21,2016-04-25,4,4,Shipping on time,0,0
81647,32638,SHP-4,2016-04-21,2016-04-25,4,4,Shipping on time,0,0
81640,32635,SHP-3,2016-04-21,2016-04-27,6,2,Late delivery,1,4
81610,32625,SHP-1,2016-04-21,2016-04-23,2,1,Late delivery,1,1
81598,32618,SHP-4,2016-04-21,2016-04-25,4,4,Shipping canceled,0,0
81592,32616,SHP-4,2016-04-21,2016-04-23,2,4,Advance shipping,0,-2
81589,32616,SHP-4,2016-04-21,2016-04-23,2,4,Advance shipping,0,-2
81586,32615,SHP-4,2016-04-21,2016-04-27,6,4,Late delivery,1,2
81584,32614,SHP-4,2016-04-21,2016-04-26,5,4,Late delivery,1,1
81571,32609,SHP-3,2016-04-21,2016-04-26,5,2,Late delivery,1,3
81570,32609,SHP-3,2016-04-21,2016-04-26,5,2,Late delivery,1,3
81564,32607,SHP-3,2016-04-20,2016-04-23,3,2,Late delivery,1,1
81562,32607,SHP-3,2016-04-20,2016-04-23,3,2,Late delivery,1,1
81556,32605,SHP-4,2016-04-20,2016-04-26,6,4,Late delivery,1,2
81553,32602,SHP-3,2016-04-20,2016-04-23,3,2,Late delivery,1,1
81537,32599,SHP-3,2016-04-20,2016-04-25,5,2,Late delivery,1,3
81533,32598,SHP-4,2016-04-20,2016-04-24,4,4,Shipping on time,0,0
81529,32597,SHP-3,2016-04-20,2016-04-23,3,2,Late delivery,1,1
81524,32594,SHP-4,2016-04-20,2016-04-25,5,4,Shipping canceled,0,1
81517,32590,SHP-3,2016-04-20,2016-04-26,6,2,Late delivery,1,4
81504,32585,SHP-2,2016-04-20,2016-04-21,1,0,Late delivery,1,1
81496,32583,SHP-4,2016-04-20,2016-04-24,4,4,Shipping on time,0,0
81495,32582,SHP-4,2016-04-20,2016-04-23,3,4,Advance shipping,0,-1
81493,32582,SHP-4,2016-04-20,2016-04-23,3,4,Advance shipping,0,-1
81492,32582,SHP-4,2016-04-20,2016-04-23,3,4,Advance shipping,0,-1
81489,32581,SHP-4,2016-04-20,2016-04-22,2,4,Advance shipping,0,-2
81484,32577,SHP-3,2016-04-20,2016-04-23,3,2,Late delivery,1,1
81476,32574,SHP-4,2016-04-20,2016-04-25,5,4,Shipping canceled,0,1
81475,32574,SHP-4,2016-04-20,2016-04-25,5,4,Shipping canceled,0,1
81468,32570,SHP-4,2016-04-20,2016-04-26,6,4,Late delivery,1,2
81443,32561,SHP-4,2016-04-20,2016-04-22,2,4,Advance shipping,0,-2
81438,32560,SHP-3,2016-04-20,2016-04-26,6,2,Late delivery,1,4
81437,32559,SHP-4,2016-04-20,2016-04-25,5,4,Late delivery,1,1
81415,32550,SHP-2,2016-04-20,2016-04-20,0,0,Shipping on time,0,0
81414,32550,SHP-2,2016-04-20,2016-04-20,0,0,Shipping on time,0,0
81407,32546,SHP-4,2016-04-20,2016-04-22,2,4,Advance shipping,0,-2
81404,32545,SHP-4,2016-04-20,2016-04-26,6,4,Late delivery,1,2
81401,32544,SHP-4,2016-04-20,2016-04-25,5,4,Late delivery,1,1
81400,32544,SHP-4,2016-04-20,2016-04-25,5,4,Late delivery,1,1
81370,32535,SHP-4,2016-04-19,2016-04-25,6,4,Late delivery,1,2
81368,32534,SHP-4,2016-04-19,2016-04-24,5,4,Late delivery,1,1
81360,32531,SHP-4,2016-04-19,2016-04-21,2,4,Advance shipping,0,-2
81357,32531,SHP-4,2016-04-19,2016-04-21,2,4,Advance shipping,0,-2
81349,32527,SHP-4,2016-04-19,2016-04-22,3,4,Shipping canceled,0,-1
81348,32526,SHP-4,2016-04-19,2016-04-21,2,4,Advance shipping,0,-2
81340,32522,SHP-3,2016-04-19,2016-04-22,3,2,Late delivery,1,1
81330,32518,SHP-3,2016-04-19,2016-04-23,4,2,Late delivery,1,2
81326,32517,SHP-4,2016-04-19,2016-04-22,3,4,Advance shipping,0,-1
81321,32515,SHP-3,2016-04-19,2016-04-25,6,2,Late delivery,1,4
81320,32515,SHP-3,2016-04-19,2016-04-25,6,2,Late delivery,1,4
81305,32509,SHP-1,2016-04-19,2016-04-21,2,1,Late delivery,1,1
81302,32507,SHP-4,2016-04-19,2016-04-22,3,4,Advance shipping,0,-1
81295,32503,SHP-4,2016-04-19,2016-04-23,4,4,Shipping on time,0,0
81283,32501,SHP-4,2016-04-19,2016-04-21,2,4,Advance shipping,0,-2
81282,32501,SHP-4,2016-04-19,2016-04-21,2,4,Advance shipping,0,-2
81281,32501,SHP-4,2016-04-19,2016-04-21,2,4,Advance shipping,0,-2
81268,32495,SHP-4,2016-04-19,2016-04-25,6,4,Late delivery,1,2
81259,32492,SHP-4,2016-04-19,2016-04-22,3,4,Advance shipping,0,-1
81251,32490,SHP-4,2016-04-19,2016-04-25,6,4,Late delivery,1,2
81240,32486,SHP-4,2016-04-19,2016-04-21,2,4,Advance shipping,0,-2
81237,32484,SHP-4,2016-04-19,2016-04-24,5,4,Late delivery,1,1
81232,32481,SHP-4,2016-04-19,2016-04-21,2,4,Advance shipping,0,-2
81220,32470,SHP-4,2016-04-18,2016-04-24,6,4,Late delivery,1,2
81204,32466,SHP-4,2016-04-18,2016-04-20,2,4,Advance shipping,0,-2
81201,32465,SHP-4,2016-04-18,2016-04-24,6,4,Late delivery,1,2
81183,32460,SHP-4,2016-04-18,2016-04-24,6,4,Late delivery,1,2
81182,32460,SHP-4,2016-04-18,2016-04-24,6,4,Late delivery,1,2
81172,32457,SHP-4,2016-04-18,2016-04-21,3,4,Advance shipping,0,-1
81156,32450,SHP-3,2016-04-18,2016-04-24,6,2,Late delivery,1,4
81144,32446,SHP-3,2016-04-18,2016-04-20,2,2,Shipping on time,0,0
81143,32445,SHP-1,2016-04-18,2016-04-20,2,1,Late delivery,1,1
81141,32445,SHP-1,2016-04-18,2016-04-20,2,1,Late delivery,1,1
81133,32443,SHP-1,2016-04-18,2016-04-20,2,1,Late delivery,1,1
81128,32440,SHP-4,2016-04-18,2016-04-24,6,4,Late delivery,1,2
81125,32439,SHP-2,2016-04-18,2016-04-19,1,0,Late delivery,1,1
81112,32435,SHP-4,2016-04-18,2016-04-24,6,4,Late delivery,1,2
81109,32434,SHP-4,2016-04-18,2016-04-23,5,4,Late delivery,1,1
81081,32424,SHP-4,2016-04-18,2016-04-23,5,4,Late delivery,1,1
81062,32417,SHP-1,2016-04-18,2016-04-20,2,1,Late delivery,1,1
81057,32416,SHP-2,2016-04-18,2016-04-18,0,0,Shipping on time,0,0
81051,32414,SHP-2,2016-04-18,2016-04-18,0,0,Shipping on time,0,0
81042,32412,SHP-1,2016-04-18,2016-04-20,2,1,Late delivery,1,1
81025,32404,SHP-4,2016-04-18,2016-04-23,5,4,Late delivery,1,1
81013,32395,SHP-4,2016-04-17,2016-04-23,6,4,Late delivery,1,2
81011,32395,SHP-4,2016-04-17,2016-04-23,6,4,Late delivery,1,2
80991,32386,SHP-1,2016-04-17,2016-04-19,2,1,Late delivery,1,1
80969,32377,SHP-3,2016-04-17,2016-04-20,3,2,Shipping canceled,0,1
80959,32372,SHP-4,2016-04-17,2016-04-20,3,4,Advance shipping,0,-1
80954,32371,SHP-4,2016-04-17,2016-04-19,2,4,Advance shipping,0,-2
80947,32368,SHP-4,2016-04-17,2016-04-21,4,4,Shipping on time,0,0
80941,32365,SHP-4,2016-04-17,2016-04-23,6,4,Late delivery,1,2
80933,32361,SHP-1,2016-04-17,2016-04-19,2,1,Late delivery,1,1
80932,32361,SHP-1,2016-04-17,2016-04-19,2,1,Late delivery,1,1
80925,32358,SHP-4,2016-04-17,2016-04-21,4,4,Shipping on time,0,0
80917,32355,SHP-3,2016-04-17,2016-04-23,6,2,Late delivery,1,4
80901,32349,SHP-4,2016-04-17,2016-04-22,5,4,Late delivery,1,1
80895,32346,SHP-3,2016-04-17,2016-04-19,2,2,Shipping on time,0,0
80885,32344,SHP-4,2016-04-17,2016-04-22,5,4,Late delivery,1,1
80882,32342,SHP-4,2016-04-17,2016-04-20,3,4,Advance shipping,0,-1
80881,32341,SHP-4,2016-04-17,2016-04-19,2,4,Advance shipping,0,-2
80855,32327,SHP-4,2016-04-16,2016-04-19,3,4,Advance shipping,0,-1
80841,32322,SHP-4,2016-04-16,2016-04-19,3,4,Advance shipping,0,-1
80834,32320,SHP-4,2016-04-16,2016-04-22,6,4,Late delivery,1,2
80807,32311,SHP-3,2016-04-16,2016-04-18,2,2,Shipping on time,0,0
80799,32308,SHP-4,2016-04-16,2016-04-20,4,4,Shipping on time,0,0
80797,32306,SHP-3,2016-04-16,2016-04-18,2,2,Shipping on time,0,0
80781,32301,SHP-1,2016-04-16,2016-04-18,2,1,Late delivery,1,1
80778,32300,SHP-1,2016-04-16,2016-04-18,2,1,Late delivery,1,1
80773,32295,SHP-3,2016-04-16,2016-04-22,6,2,Late delivery,1,4
80767,32292,SHP-4,2016-04-16,2016-04-19,3,4,Advance shipping,0,-1
80764,32291,SHP-4,2016-04-16,2016-04-18,2,4,Advance shipping,0,-2
80745,32284,SHP-3,2016-04-16,2016-04-21,5,2,Late delivery,1,3
80735,32280,SHP-4,2016-04-16,2016-04-22,6,4,Late delivery,1,2
80728,32279,SHP-4,2016-04-16,2016-04-21,5,4,Late delivery,1,1
80716,32276,SHP-4,2016-04-16,2016-04-18,2,4,Advance shipping,0,-2
80707,32272,SHP-4,2016-04-16,2016-04-19,3,4,Advance shipping,0,-1
80682,32259,SHP-4,2016-04-15,2016-04-20,5,4,Late delivery,1,1
80680,32259,SHP-4,2016-04-15,2016-04-20,5,4,Late delivery,1,1
80664,32252,SHP-3,2016-04-15,2016-04-18,3,2,Late delivery,1,1
80658,32250,SHP-4,2016-04-15,2016-04-21,6,4,Late delivery,1,2
80644,32245,SHP-3,2016-04-15,2016-04-21,6,2,Late delivery,1,4
80640,32244,SHP-3,2016-04-15,2016-04-20,5,2,Late delivery,1,3
80630,32241,SHP-1,2016-04-15,2016-04-17,2,1,Late delivery,1,1
80614,32237,SHP-4,2016-04-15,2016-04-18,3,4,Advance shipping,0,-1
80611,32235,SHP-4,2016-04-15,2016-04-21,6,4,Late delivery,1,2
80607,32235,SHP-4,2016-04-15,2016-04-21,6,4,Late delivery,1,2
80594,32230,SHP-1,2016-04-15,2016-04-17,2,1,Late delivery,1,1
80577,32223,SHP-4,2016-04-15,2016-04-19,4,4,Shipping on time,0,0
80562,32218,SHP-4,2016-04-15,2016-04-19,4,4,Shipping on time,0,0
80558,32216,SHP-4,2016-04-15,2016-04-17,2,4,Advance shipping,0,-2
80547,32213,SHP-1,2016-04-15,2016-04-17,2,1,Late delivery,1,1
80534,32204,SHP-4,2016-04-15,2016-04-20,5,4,Late delivery,1,1
80533,32204,SHP-4,2016-04-15,2016-04-20,5,4,Late delivery,1,1
80531,32203,SHP-4,2016-04-15,2016-04-19,4,4,Shipping on time,0,0
80530,32203,SHP-4,2016-04-15,2016-04-19,4,4,Shipping on time,0,0
63231,25231,SHP-4,2016-01-04,2016-01-06,2,4,Advance shipping,0,-2
63185,25211,SHP-4,2016-01-04,2016-01-06,2,4,Advance shipping,0,-2
63175,25205,SHP-4,2016-01-03,2016-01-09,6,4,Late delivery,1,2
63151,25191,SHP-4,2016-01-03,2016-01-05,2,4,Advance shipping,0,-2
63129,25183,SHP-1,2016-01-03,2016-01-05,2,1,Late delivery,1,1
63126,25181,SHP-4,2016-01-03,2016-01-05,2,4,Advance shipping,0,-2
63111,25176,SHP-3,2016-01-03,2016-01-05,2,2,Shipping on time,0,0
63071,25165,SHP-4,2016-01-03,2016-01-09,6,4,Late delivery,1,2
63061,25162,SHP-4,2016-01-03,2016-01-06,3,4,Advance shipping,0,-1
63038,25156,SHP-1,2016-01-03,2016-01-05,2,1,Late delivery,1,1
63035,25154,SHP-1,2016-01-03,2016-01-05,2,1,Late delivery,1,1
63031,25153,SHP-1,2016-01-03,2016-01-05,2,1,Late delivery,1,1
63027,25152,SHP-4,2016-01-03,2016-01-06,3,4,Advance shipping,0,-1
63023,25151,SHP-4,2016-01-03,2016-01-05,2,4,Advance shipping,0,-2
63021,25150,SHP-4,2016-01-03,2016-01-09,6,4,Late delivery,1,2
63019,25150,SHP-4,2016-01-03,2016-01-09,6,4,Late delivery,1,2
63010,25146,SHP-4,2016-01-03,2016-01-05,2,4,Advance shipping,0,-2
62988,25139,SHP-4,2016-01-02,2016-01-07,5,4,Late delivery,1,1
62979,25135,SHP-4,2016-01-02,2016-01-08,6,4,Late delivery,1,2
62978,25135,SHP-4,2016-01-02,2016-01-08,6,4,Late delivery,1,2
62958,25124,SHP-4,2016-01-02,2016-01-07,5,4,Late delivery,1,1
62940,25118,SHP-1,2016-01-02,2016-01-04,2,1,Late delivery,1,1
62935,25115,SHP-1,2016-01-02,2016-01-04,2,1,Late delivery,1,1
62915,25108,SHP-4,2016-01-02,2016-01-06,4,4,Shipping on time,0,0
62902,25103,SHP-3,2016-01-02,2016-01-06,4,2,Late delivery,1,2
62897,25102,SHP-1,2016-01-02,2016-01-04,2,1,Late delivery,1,1
62867,25088,SHP-3,2016-01-02,2016-01-06,4,2,Late delivery,1,2
62850,25079,SHP-4,2016-01-02,2016-01-07,5,4,Late delivery,1,1
62848,25078,SHP-4,2016-01-02,2016-01-06,4,4,Shipping on time,0,0
62844,25077,SHP-4,2016-01-02,2016-01-05,3,4,Advance shipping,0,-1
62843,25076,SHP-4,2016-01-02,2016-01-04,2,4,Advance shipping,0,-2
62826,25071,SHP-4,2016-01-01,2016-01-03,2,4,Advance shipping,0,-2
62809,25065,SHP-3,2016-01-01,2016-01-07,6,2,Late delivery,1,4
62795,25061,SHP-4,2016-01-01,2016-01-03,2,4,Advance shipping,0,-2
62771,25052,SHP-4,2016-01-01,2016-01-04,3,4,Advance shipping,0,-1
62755,25044,SHP-1,2016-01-01,2016-01-03,2,1,Late delivery,1,1
62753,25043,SHP-1,2016-01-01,2016-01-03,2,1,Late delivery,1,1
62730,25033,SHP-3,2016-01-01,2016-01-05,4,2,Late delivery,1,2
62727,25030,SHP-3,2016-01-01,2016-01-07,6,2,Late delivery,1,4
62714,25026,SHP-4,2016-01-01,2016-01-03,2,4,Advance shipping,0,-2
62692,25017,SHP-4,2016-01-01,2016-01-04,3,4,Advance shipping,0,-1
62691,25017,SHP-4,2016-01-01,2016-01-04,3,4,Advance shipping,0,-1
62684,25016,SHP-4,2016-01-01,2016-01-03,2,4,Advance shipping,0,-2
62682,25014,SHP-4,2016-01-01,2016-01-06,5,4,Late delivery,1,1
62676,25012,SHP-4,2016-01-01,2016-01-04,3,4,Advance shipping,0,-1
62668,25009,SHP-4,2016-01-01,2016-01-06,5,4,Late delivery,1,1
62640,24999,SHP-3,2015-12-31,2016-01-05,5,2,Late delivery,1,3
62586,24978,SHP-1,2015-12-31,2016-01-02,2,1,Late delivery,1,1
62576,24976,SHP-1,2015-12-31,2016-01-02,2,1,Late delivery,1,1
62564,24972,SHP-4,2015-12-31,2016-01-03,3,4,Advance shipping,0,-1
62562,24971,SHP-4,2015-12-31,2016-01-02,2,4,Advance shipping,0,-2
62550,24968,SHP-4,2015-12-31,2016-01-04,4,4,Shipping on time,0,0
62539,24959,SHP-3,2015-12-31,2016-01-05,5,2,Late delivery,1,3
62532,24956,SHP-3,2015-12-31,2016-01-02,2,2,Shipping on time,0,0
62528,24955,SHP-4,2015-12-31,2016-01-06,6,4,Late delivery,1,2
62522,24951,SHP-4,2015-12-31,2016-01-02,2,4,Advance shipping,0,-2
62506,24946,SHP-4,2015-12-31,2016-01-02,2,4,Advance shipping,0,-2
62496,24942,SHP-4,2015-12-31,2016-01-03,3,4,Shipping canceled,0,-1
62448,24924,SHP-1,2015-12-30,2016-01-01,2,1,Late delivery,1,1
62441,24922,SHP-1,2015-12-30,2016-01-01,2,1,Late delivery,1,1
62433,24917,SHP-4,2015-12-30,2016-01-02,3,4,Advance shipping,0,-1
62412,24907,SHP-4,2015-12-30,2016-01-02,3,4,Advance shipping,0,-1
62404,24904,SHP-4,2015-12-30,2016-01-04,5,4,Late delivery,1,1
62391,24900,SHP-4,2015-12-30,2016-01-05,6,4,Late delivery,1,2
62372,24896,SHP-3,2015-12-30,2016-01-01,2,2,Shipping on time,0,0
62364,24893,SHP-1,2015-12-30,2016-01-01,2,1,Late delivery,1,1
62355,24890,SHP-4,2015-12-30,2016-01-05,6,4,Late delivery,1,2
62351,24889,SHP-3,2015-12-30,2016-01-04,5,2,Late delivery,1,3
62343,24886,SHP-3,2015-12-30,2016-01-01,2,2,Shipping on time,0,0
62337,24885,SHP-4,2015-12-30,2016-01-05,6,4,Late delivery,1,2
62311,24874,SHP-4,2015-12-30,2016-01-04,5,4,Late delivery,1,1
62302,24870,SHP-4,2015-12-30,2016-01-05,6,4,Late delivery,1,2
62295,24866,SHP-3,2015-12-29,2015-12-31,2,2,Shipping on time,0,0
62292,24864,SHP-3,2015-12-29,2016-01-03,5,2,Late delivery,1,3
62271,24857,SHP-4,2015-12-29,2016-01-01,3,4,Advance shipping,0,-1
62249,24845,SHP-4,2015-12-29,2016-01-04,6,4,Late delivery,1,2
62217,24833,SHP-1,2015-12-29,2015-12-31,2,1,Late delivery,1,1
62188,24824,SHP-4,2015-12-29,2016-01-03,5,4,Late delivery,1,1
62183,24823,SHP-4,2015-12-29,2016-01-02,4,4,Shipping on time,0,0
62175,24819,SHP-4,2015-12-29,2016-01-03,5,4,Late delivery,1,1
62172,24818,SHP-4,2015-12-29,2016-01-02,4,4,Shipping on time,0,0
62171,24818,SHP-4,2015-12-29,2016-01-02,4,4,Shipping on time,0,0
62162,24815,SHP-4,2015-12-29,2016-01-04,6,4,Late delivery,1,2
62156,24812,SHP-3,2015-12-29,2016-01-01,3,2,Late delivery,1,1
62146,24809,SHP-4,2015-12-29,2016-01-03,5,4,Late delivery,1,1
62139,24807,SHP-1,2015-12-29,2015-12-31,2,1,Late delivery,1,1
62130,24804,SHP-4,2015-12-29,2016-01-03,5,4,Late delivery,1,1
62129,24803,SHP-4,2015-12-29,2016-01-02,4,4,Shipping on time,0,0
62106,24793,SHP-4,2015-12-28,2016-01-01,4,4,Shipping on time,0,0
